X,Y,ConsentNo,ConsentType,ConsentSource,ConsentStatus,,FeatureType,,ActivityText,EstAllocation,EstMethod,MaxRate,MaxVolume,consecDays,NZTMX,NZTMY
1489527.347,5145989.735,CRC951542.1,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,195466,,25,1530,1,1489527,5145989
1380309.063,5081479.771,CRC166429,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,1494000,,136,11751,1,1380309,5081479
1540619.191,5141873.633,CRC021661.1,Water Permit (s14),Part Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,345997,,38.3,39540,21,1540619,5141873
1623776.73,5270187.279,CRC951806,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,319865,,45.5,37650,14,1623776,5270187
1448207.013,5125182.964,CRC992618.1,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,158742,,22.1,7408,7,1448207,5125182
1391439.446,5045320.163,CRC022184.3,Water Permit (s14),Part Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,,,70,,,1391439,5045320
1431314.706,5043566.879,CRC150251,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,24395,,5,77,1,1431314,5043566
1407268.294,5051161.612,CRC980915,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,101018,,25,10800,17,1407268,5051161
1468642.992,5100491.629,CRC962286.2,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,232864,,38,34680,14,1468642,5100491
1402970.112,5047458.291,CRC152951,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,364888,,110,15500,7,1402970,5047458
1428780.421,5113787.201,CRC012685.1,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,180392,,30,42768,18,1428780,5113787
1345942.216,5063127.973,CRC174081,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,170000,,20,1728,1,1345942,5063127
1419862.496,5121870.972,CRC102210.2,Water Permit (s14),Part Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,205753,,15,1306,1,1419862,5121870
1395738.34,5048273.65,CRC970664.2,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,157680,,10,432,1,1395738,5048273
1591531.488,5162626.357,CRC012448.1,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,105351,,15,8640,10,1591531,5162626
1566800.813,5202179.947,CRC990998.1,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,13223,,2,864,8,1566800,5202179
1592481.559,5152760.969,CRC141985,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,42327,,4,2592,10,1592481,5152760
1430544.447,5102277.36,CRC951676,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,0,,4.4,32,1,1430544,5102277
1602533.473,5276110.777,CRC090297,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,207360,,160,6912,1,1602533,5276110
1440068.81,5052482.198,CRC012035.3,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,65998,,6.6,570,1,1440068,5052482
1391739.254,5126769.072,CRC171755,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,3658176,,116,70000,7,1391739,5126769
1504421.125,5167487.35,CRC173827,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,1441950,,120,10368,1,1504421,5167487
1562702.277,5202180.01,CRC111326,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,390000,,43,44582,14,1562702,5202180
1563562.711,5172030.973,CRC930584,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,81360,,113,81360,120,1563562,5172030
1578377.54,5252480.704,CRC122154,Water Permit (s14),Part Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,260410,,30,15120,9,1578377,5252480
1582296.836,5236876.834,CRC011833.1,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,71974,,15,7560,21,1582296,5236876
1426985.453,5131407.473,CRC121238,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,13680,,4,45,1,1426985,5131407
1466025.152,5103783.259,CRC970395,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,137066,,28,9878,7,1466025,5103783
1452795.545,5098085.914,CRC151370,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,0,,822.4,71055,1,1452795,5098085
1494230.457,5126794.609,CRC960188.1,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,42106,,5.5,4277,14,1494230,5126794
1441954.569,5078482.144,CRC172211,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,106000,,7,500,1,1441954,5078482
1575097.864,5207177.976,CRC971041.3,Water Permit (s14),Part Surrender,Issued - Active,,Water Take/Use,,Take Surface Water,57381,,4.5,2590,7,1575097,5207177
1549646.815,5210017.54,CRC032239.1,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,0,,1.3,100,1,1549646,5210017
1464642.318,5103789.771,CRC176537,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,260000,,38,51875,30,1464642,5103789
1515924.121,5130598.669,CRC951967.2,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,2341904,,228,19000,1,1515924,5130598
1571899.013,5205778.562,CRC141302,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,177458,,15,1080,1,1571899,5205778
1360644.335,5071139.608,CRC961359.1,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,354780,,30,972,1,1360644,5071139
1490633.27,5118895.357,CRC951931,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,237134,,45,36450,21,1490633,5118895
1524115.616,5173387.697,CRC980347,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,297572,,23,1905,1,1524115,5173387
1408168.023,5051762.262,CRC980916,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,101018,,25,10800,17,1408168,5051762
1426528.858,5118576.721,CRC175692,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,0,,34,24480,14,1426528,5118576
1469542.758,5100791.915,CRC970529.1,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,220608,,28,48686,21,1469542,5100791
1380160.202,5055145.327,CRC083692,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,199500,,19,1642,1,1380160,5055145
1411367.129,5053764.506,CRC950602.3,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,668960,,45,3888,1,1411367,5053764
1487531.728,5127192.874,CRC951621,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,453178,,90,23370,7,1487531,5127192
1422100.187,5113415.011,CRC020122,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,625245,,20,1713,1,1422100,5113415
1401700.813,5046117.236,CRC020875.3,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,20062,,19,1915,14,1401700,5046117
1492022.068,5194080.978,CRC991054,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,0,,8.5,734,1,1492022,5194080
1396529.919,5142072.081,CRC150460,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,734054,,72,39916,7,1396529,5142072
1463269.168,5101859.502,CRC991817.1,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,50764,,30,3500,7,1463269,5101859
1463641.942,5105189.258,CRC962540,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,225533,,45,71280,30,1463641,5105189
1553864.511,5160950.4,CRC990223.1,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,85244,,15,9720,21,1553864,5160950
1462461.11,5107986.544,CRC151047,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,29038,,30,8571,30,1462461,5107986
1488831.873,5125593.513,CRC960121.1,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,99264,,30,10800,15,1488831,5125593
1466940.924,5106990.172,CRC970463.1,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,136239,,25,30000,21,1466940,5106990
1651803.472,5305322.419,CRC150952,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,531060,,39,3370,1,1651803,5305322
1581928.439,5229563.495,CRC040869,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,207500,,73,2510,1,1581928,5229563
1462600.956,5108398.547,CRC992447.3,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,29038,,25.3,285,1,1462600,5108398
1370416.932,5095052.916,CRC154335,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,783388,,51,4406,1,1370416,5095052
1490033.367,5118995.17,CRC137449,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,238944,,38,12000,7,1490033,5118995
1464642.318,5103789.771,CRC176537,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,260000,,38,51875,30,1464642,5103789
1494641.837,5121015.987,CRC012024.1,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,502784,,45,43714,12,1494641,5121015
1654435.889,5307247.297,CRC940879,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,137956,,13.5,830,1,1654435,5307247
1464741.849,5105089.652,CRC176541,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,234000,,38,21888,14,1464741,5105089
1490632.277,5207588.436,CRC180215,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,0,,19.6,1693,1,1490632,5207588
1454526.301,5109572.744,CRC176372,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,279500,,22.7,13075,7,1454526,5109572
1618798.146,5258232.383,CRC990166,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,194574,,20,29808,18,1618798,5258232
1493027.399,5141991.162,CRC951957,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,293769,,30,2160,1,1493027,5141991
1457890.912,5109916.833,CRC150024,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,336018,,42,22226,7,1457890,5109916
1422585.997,5128227.182,CRC081121,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,288684,,20,1548,1,1422585,5128227
1391439.446,5045320.163,CRC022184.3,Water Permit (s14),Part Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,,,70,,,1391439,5045320
1485890.595,5114115.978,CRC960224.1,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,299848,,53,58772,28,1485890,5114115
1489432.628,5122194.351,CRC971570,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,204366,,32,21000,14,1489432,5122194
1426185.986,5027673.265,CRC180500,Water Permit (s14),Notice of Review,Issued - Active,,Water Take/Use,,Take Surface Water,581494,,220,95040,14,1426185,5027673
1581626.68,5231448.832,CRC032147.1,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,436238,,25,2052,1,1581626,5231448
1483575.875,5111375.82,CRC150814,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,307340,,38,3032,1,1483575,5111375
1464741.849,5105089.652,CRC176541,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,234000,,38,21888,14,1464741,5105089
1597304.27,5267024.665,CRC992048.1,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,372830,,36,34214,14,1597304,5267024
1568030.368,5190324.267,CRC181791,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,21284,,23,1656,14,1568030,5190324
1657239.422,5315888.849,CRC981504,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,1344141,,110,9504,1,1657239,5315888
1407520.201,5066018.199,CRC173181,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,195000,,15,9100,7,1407520,5066018
1454473.364,5043292.063,CRC031570.1,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,222791,,42,1633,1,1454473,5043292
1354639.987,5074737.999,CRC181693,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,1231250,,140,12096,1,1354639,5074737
1354639.987,5074737.999,CRC181693,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,1231250,,140,12096,1,1354639,5074737
1407166.39,5049442.323,CRC182234,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,338000,,26,2247,1,1407166,5049442
1396573.499,5125539.067,CRC092067.1,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,28800,,32,2765,1,1396573,5125539
1575060.999,5210888.614,CRC175958,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,282810,,19,,,1575060,5210888
1452168.637,5051289.662,CRC181852,Water Permit (s14),Part Surrender,Issued - Active,,Water Take/Use,,Take Surface Water,24780,,1.9,1652,10,1452168,5051289
1564605.159,5261359.996,CRC951327,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,31430593,,5000,,,1564605,5261359
1420784.018,5030139.239,CRC180552,Water Permit (s14),Notice of Review,Issued - Active,,Water Take/Use,,Take Surface Water,5570988,,292.7,25289,1,1420784,5030139
1426184.933,5029073.272,CRC180558,Water Permit (s14),Notice of Review,Issued - Active,,Water Take/Use,,Take Surface Water,38000000,,3060,264384,1,1426184,5029073
1409352.455,5033842.995,CRC180518,Water Permit (s14),Notice of Review,Issued - Active,,Water Take/Use,,Take Surface Water,834113,,65,34398,7,1409352,5033842
1400966.419,5042131.096,CRC180505,Water Permit (s14),Notice of Review,Issued - Active,,Water Take/Use,,Take Surface Water,13375,,9,65,1,1400966,5042131
1410080.443,5033961.544,CRC180535,Water Permit (s14),Notice of Review,Issued - Active,,Water Take/Use,,Take Surface Water,878014,,280,145160,14,1410080,5033961
1402125.886,5043163.061,CRC180542,Water Permit (s14),Notice of Review,Issued - Active,,Water Take/Use,,Take Surface Water,854624,,60,71539,14,1402125,5043163
1419683.802,5030368.423,CRC180559,Water Permit (s14),Notice of Review,Issued - Active,,Water Take/Use,,Take Surface Water,1495300,,155,,,1419683,5030368
1407969.822,5034499.048,CRC180562,Water Permit (s14),Notice of Review,Issued - Active,,Water Take/Use,,Take Surface Water,780468,,84.9,,,1407969,5034499
1412689.277,5033159.395,CRC180559,Water Permit (s14),Notice of Review,Issued - Active,,Water Take/Use,,Take Surface Water,1495300,,155,,,1412689,5033159
1402819.272,5039889.045,CRC180566,Water Permit (s14),Notice of Review,Issued - Active,,Water Take/Use,,Take Surface Water,432500,,44,,,1402819,5039889
1539529.967,5206849.629,CRC175324,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,260000,,100,,,1539529,5206849
1566800.774,5195582.334,CRC980180,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,16500,,1.3,110,1,1566800,5195582
1591924.615,5260145.677,CRC144795,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,1327000,,100,,,1591924,5260145
1592300.323,5259320.969,CRC144795,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,1327000,,100,,,1592300,5259320
1591997.677,5258392.385,CRC144795,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,1327000,,100,,,1591997,5258392
1460138.323,5117486.858,CRC172197,Water Permit (s14),Part Surrender,Issued - Active,,Water Take/Use,,Take Surface Water,48716,,4.9,2495,7,1460138,5117486
1635669.561,5306389.552,CRC173507,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,738720,,100,,,1635669,5306389
1634673.096,5307426.334,CRC173507,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,738720,,100,,,1634673,5307426
1635669.561,5306389.552,CRC173507,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,738720,,100,,,1635669,5306389
1636679.023,5305359.765,CRC173507,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,738720,,100,,,1636679,5305359
1636679.023,5305359.765,CRC173507,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,738720,,100,,,1636679,5305359
1480982.936,5127101.272,CRC183664,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,2205147,,217,18750,1,1480982,5127101
1400166.993,5051557.129,CRC184010,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,430297,,44,38016,14,1400166,5051557
1400166.993,5051557.129,CRC184010,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,430297,,44,38016,14,1400166,5051557
1467289.309,5097441.538,CRC992275,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,442000,,38,21067,7,1467289,5097441
1438486.7,5026282.59,CRC180560,Water Permit (s14),Notice of Review,Issued - Active,,Water Take/Use,,Take Surface Water,10000000,,1500,,,1438486,5026282
1438486.7,5026282.59,CRC180528,Water Permit (s14),Notice of Review,Issued - Active,,Water Take/Use,,Take Surface Water,330000000,,14300,,,1438486,5026282
1426184.933,5029073.272,CRC180560,Water Permit (s14),Notice of Review,Issued - Active,,Water Take/Use,,Take Surface Water,10000000,,1500,,,1426184,5029073
1426184.858,5029173.273,CRC180498,Water Permit (s14),Notice of Review,Issued - Active,,Water Take/Use,,Take Surface Water,30814871,,6000,518400,1,1426184,5029173
1517316.232,5206418.707,CRC092949,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,,,100,,,1517316,5206418
