X,Y,ConsentNo,ConsentType,ConsentSource,ConsentStatus,FeatureType,ActivityText,FileNo,MaxRate,MaxVolume,ReturnPeriodDays,EffectiveAnnualVolume,FullEffectiveAnnualVolume,ConsentedAnnualVolume,NZTMX,NZTMY
1460032.845,5119166.672,CRC186103,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC186103,2.3,199,1,19123,19123,0,1460032,5119166
1500321.651,5162139.084,CRC185011,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC185011,250,,,2493007,2493007,2493007,1500321,5162139
1646594.062,5309620.758,CRC186114,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC186114,20,10368,12,135780,135780,0,1646594,5309620
1533387.797,5163721.403,CRC180795,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC180795,185.1,,,2191475,2191475,2191475,1533387,5163721
1646594.062,5309620.758,CRC186114,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC186114,20,10368,12,135780,135780,0,1646594,5309620
1505492.156,5150227.532,CRC181808,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC181808,142.4,12304,1,1269945,1269945,1269945,1505492,5150227
1532384.18,5162971.529,CRC182410,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC182410,60,31535,7,378550,378550,378550,1532384,5162971
1532414.066,5163991.219,CRC180795,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC180795,185.1,,,2191475,2191475,2191475,1532414,5163991
1438368.141,5083858.346,CRC181299,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC181299,137,,,1341300,1341300,1341300,1438368,5083858
1646927.902,5309396.784,CRC186114,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC186114,20,10368,12,135780,135780,0,1646927,5309396
1532044.274,5163061.466,CRC182410,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC182410,60,31535,7,378550,378550,378550,1532044,5163061
1438177.176,5083787.259,CRC181299,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC181299,137,,,1341300,1341300,1341300,1438177,5083787
1532084.254,5163141.445,CRC182410,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC182410,60,31535,7,378550,378550,378550,1532084,5163141
1646927.901,5309388.787,CRC186114,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC186114,20,10368,12,135780,135780,0,1646927,5309388
1438088.19,5083761.219,CRC181299,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC181299,137,,,1341300,1341300,1341300,1438088,5083761
1368076.518,5096704.564,CRC042741,Water Permit (s14),Renewal,Issued - Active,Water Take/Use,Take Groundwater,CO6C/10032,129.9,,,360000,1440000,1440000,1368076,5096704
1367963.441,5096806.555,CRC042741,Water Permit (s14),Renewal,Issued - Active,Water Take/Use,Take Groundwater,CO6C/10032,129.9,,,360000,1440000,1440000,1367963,5096806
1540880.143,5180741.69,CRC185282,Water Permit (s14),Part Surrender,Issued - Active,Water Take/Use,Take Groundwater,CRC185282,4.9,380,1,62730,62730,0,1540880,5180741
1540105.36,5181254.485,CRC185266,Water Permit (s14),Part Surrender,Issued - Active,Water Take/Use,Take Groundwater,CRC185266,4.9,380,1,62730,62730,0,1540105,5181254
1524074.128,5138641.884,CRC030812.2,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/7939,296.1,,,3533805,3533805,0,1524074,5138641
1540857.16,5180564.744,CRC185278,Water Permit (s14),Part Surrender,Issued - Active,Water Take/Use,Take Groundwater,CRC185278,4.9,380,1,62730,62730,0,1540857,5180564
1524110.119,5138627.895,CRC030812.2,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/7939,296.1,,,3533805,3533805,0,1524110,5138627
1540864.16,5180521.758,CRC185280,Water Permit (s14),Part Surrender,Issued - Active,Water Take/Use,Take Groundwater,CRC185280,4.9,380,1,62730,62730,0,1540864,5180521
1540157.349,5181171.514,CRC185268,Water Permit (s14),Part Surrender,Issued - Active,Water Take/Use,Take Groundwater,CRC185268,4.9,380,1,62730,62730,0,1540157,5181171
1523777.917,5140325.313,CRC030812.2,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/7939,296.1,,,3533805,3533805,0,1523777,5140325
1492916.408,5147490.045,CRC186071,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC186071,60,5184,1,424532,424532,424532,1492916,5147490
1540408.289,5180799.645,CRC185276,Water Permit (s14),Part Surrender,Issued - Active,Water Take/Use,Take Groundwater,CRC185276,4.9,380,1,62730,62730,0,1540408,5180799
1524519.968,5138777.923,CRC030812.2,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/7939,296.1,,,3533805,3533805,0,1524519,5138777
1540134.361,5181080.541,CRC185270,Water Permit (s14),Part Surrender,Issued - Active,Water Take/Use,Take Groundwater,CRC185270,4.9,380,1,62730,62730,0,1540134,5181080
1540441.276,5180855.629,CRC185274,Water Permit (s14),Part Surrender,Issued - Active,Water Take/Use,Take Groundwater,CRC185274,4.9,380,1,62730,62730,0,1540441,5180855
1540021.393,5181143.515,CRC185284,Water Permit (s14),Part Surrender,Issued - Active,Water Take/Use,Take Groundwater,CRC185284,4.9,380,1,62730,62730,0,1540021,5181143
1523777.917,5140325.313,CRC991113.1,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/15879,25,27720,14,304981,304981,0,1523777,5140325
1540494.255,5180933.608,CRC185272,Water Permit (s14),Part Surrender,Issued - Active,Water Take/Use,Take Groundwater,CRC185272,4.9,380,1,62730,62730,0,1540494,5180933
1526394.368,5138910.222,CRC030812.2,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/7939,296.1,,,3533805,3533805,0,1526394,5138910
1559523.754,5181427.33,CRC185180,Water Permit (s14),Part Surrender,Issued - Active,Water Take/Use,Take Groundwater,CRC185180,4.9,161,7,1804,7215,0,1559523,5181427
1507882.695,5133453.156,CRC186144,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC186144,48.3,45360,7,1514860,1514860,1514860,1507882,5133453
1507882.695,5133453.156,CRC186144,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC186144,96.6,,,,,,1507882,5133453
1506426.147,5133085.938,CRC186144,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC186144,48.3,45360,7,1514860,1514860,1514860,1506426,5133085
1506426.147,5133085.938,CRC186144,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC186144,96.6,,,,,,1506426,5133085
1508274.545,5133687.179,CRC186144,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC186144,48.3,45360,7,1514860,1514860,1514860,1508274,5133687
1508274.545,5133687.179,CRC186144,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC186144,96.6,,,,,,1508274,5133687
1407166.39,5049442.323,CRC182238,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC182238,26,2246,1,,,,1407166,5049442
1543682.124,5148987.549,CRC185722,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC185722,207,91481.7,7,895535,895535,895535,1543682,5148987
1553077.028,5182016.879,CRC169801,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC169801,7.6,2562,7,54900,54900,54900,1553077,5182016
1443412.057,5046977.616,CRC011793.1,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/16995,30,,,454729,454729,454729,1443412,5046977
1544802.89,5147756.143,CRC185722,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC185722,207,91481.7,7,895535,895535,895535,1544802,5147756
1543922.017,5149167.517,CRC185722,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC185722,207,91481.7,7,895535,895535,895535,1543922,5149167
1544076.912,5149565.396,CRC185722,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC185722,207,91481.7,7,895535,895535,895535,1544076,5149565
1545723.931,5196988.706,CRC140055,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC140055,10,184.4,1,62563,62563,62563,1545723,5196988
1543722.055,5149417.401,CRC185722,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC185722,207,91481.7,7,895535,895535,895535,1543722,5149417
1544444.846,5149068.623,CRC185722,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC185722,207,91481.7,7,895535,895535,895535,1544444,5149068
1550417.303,5179188.783,CRC169800,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC169800,15,9072,7,194400,194400,194400,1550417,5179188
1553075.82,5182027.557,CRC169801,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC169801,7.6,2562,7,54900,54900,54900,1553075,5182027
1543482.168,5149187.451,CRC185722,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC185722,207,91481.7,7,895535,895535,895535,1543482,5149187
1550418.085,5179187.717,CRC169800,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC169800,15,9072,7,194400,194400,194400,1550418,5179187
1543682.124,5148987.549,CRC185722,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC185722,207,91481.7,7,895535,895535,895535,1543682,5148987
1545438.039,5195662.261,CRC140055,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC140055,10,184.4,1,62563,62563,62563,1545438,5195662
1443444.065,5046961.637,CRC011793.1,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/16995,30,,,454729,454729,454729,1443444,5046961
1544701.776,5148907.715,CRC185722,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC185722,207,91481.7,7,895535,895535,895535,1544701,5148907
1544321.879,5149147.578,CRC185722,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC185722,207,91481.7,7,895535,895535,895535,1544321,5149147
1443442.071,5046953.636,CRC011793.1,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/16995,30,,,454729,454729,454729,1443442,5046953
1543912.081,5148697.683,CRC185722,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC185722,207,91481.7,7,895535,895535,895535,1543912,5148697
1506284.131,5124578.108,CRC030691.1,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/19916,110,46183,7,1173797,1173797,1173797,1506284,5124578
1554456.248,5169741.242,CRC186236,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC186236,12,11933,12,146315,146315,0,1554456,5169741
1506462.064,5124661.13,CRC030691.1,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/19916,110,46183,7,1173797,1173797,1173797,1506462,5124661
1527575.048,5138636.521,CRC186154,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC186154,88,6851.1,1,1061750,1061750,1061750,1527575,5138636
1501824.999,5139263.47,CRC041191,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/21236,30,1400,1,98516,98516,0,1501824,5139263
1554456.248,5169741.242,CRC186236,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC186236,12,11933,12,146315,146315,0,1554456,5169741
1504993.015,5126435.313,CRC030691.1,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/19916,110,46183,7,1173797,1173797,1173797,1504993,5126435
1505569.179,5125136.788,CRC030691.1,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/19916,88,,,,,,1505569,5125136
1481518.25,5155400.769,CRC030336.1,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/19658,24,,,593580,2374320,2374320,1481518,5155400
1506284.131,5124578.108,CRC030691.1,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/19916,88,,,,,,1506284,5124578
1504993.015,5126435.313,CRC030691.1,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/19916,88,,,,,,1504993,5126435
1527916.107,5137706.881,CRC186154,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC186154,88,6851.1,1,1061750,1061750,1061750,1527916,5137706
1505195.91,5126659.304,CRC030691.1,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/19916,88,,,,,,1505195,5126659
1572288.733,5196222.087,CRC186226,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC186226,4.7,203,1,73892,73892,0,1572288,5196222
1501945.968,5139273.491,CRC041191,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/21236,30,1400,1,98516,98516,0,1501945,5139273
1505195.91,5126659.304,CRC030691.1,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/19916,110,46183,7,1173797,1173797,1173797,1505195,5126659
1505569.179,5125136.788,CRC030691.1,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/19916,110,46183,7,1173797,1173797,1173797,1505569,5125136
1506462.064,5124661.13,CRC030691.1,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/19916,88,,,,,,1506462,5124661
1509095.103,5130120.301,CRC042424.1,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/27394,106,,,1208390,1208390,0,1509095,5130120
1522000.438,5146293.218,CRC170956,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC170956,253,,,1562400,1562400,1562400,1522000,5146293
1523562.042,5145925.578,CRC170956,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC170956,253,,,1562400,1562400,1562400,1523562,5145925
1520575.542,5163270.166,CRC186200,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC186200,135,,,1611010,1611010,1611010,1520575,5163270
1516477.791,5141633.625,CRC041929,Water Permit (s14),Renewal,Issued - Active,Water Take/Use,Take Groundwater,CO6C/21661,130,,,1624894,1624894,0,1516477,5141633
1468827.202,5138011.885,CRC041372.1,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/21183,100,,,888800,888800,888800,1468827,5138011
1468082.066,5139106.596,CRC041372.1,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/21183,100,,,888800,888800,888800,1468082,5139106
1523837.894,5146346.495,CRC170956,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC170956,253,,,1562400,1562400,1562400,1523837,5146346
1509345.035,5130126.355,CRC042424.1,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/27394,106,,,1208390,1208390,0,1509345,5130126
1523510.339,5144183.095,CRC170956,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC170956,253,,,1562400,1562400,1562400,1523510,5144183
1520247.585,5163690.015,CRC186200,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC186200,135,,,1611010,1611010,1611010,1520247,5163690
1515689.94,5142011.378,CRC041929,Water Permit (s14),Renewal,Issued - Active,Water Take/Use,Take Groundwater,CO6C/21661,130,,,1624894,1624894,0,1515689,5142011
1520532.663,5162288.433,CRC186200,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC186200,135,,,1611010,1611010,1611010,1520532,5162288
1549450.467,5178213.993,CRC186231,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC186231,4.9,195,1,29250,29250,29250,1549450,5178213
1537076.087,5159471.153,CRC186221,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC186221,28,2318,1,1283380,1283380,1283380,1537076,5159471
1536413.084,5161492.422,CRC186221,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC186221,73.8,,,,,,1536413,5161492
1517262.611,5141419.826,CRC042433.2,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/21388,95,,,756500,756500,756500,1517262,5141419
1517538.545,5141355.894,CRC042433.2,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/21388,95,,,756500,756500,756500,1517538,5141355
1536663.141,5160192.871,CRC186221,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC186221,28,2318,1,1283380,1283380,1283380,1536663,5160192
1536663.141,5160192.871,CRC186221,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC186221,73.8,,,,,,1536663,5160192
1537076.087,5159471.153,CRC186221,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC186221,73.8,,,,,,1537076,5159471
1536413.084,5161492.422,CRC186221,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC186221,28,2318,1,1283380,1283380,1283380,1536413,5161492
1450103.308,5060767.496,CRC042581.1,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/17901,80,,,621400,621400,621400,1450103,5060767
