X,Y,ConsentNo,ConsentType,ConsentSource,ConsentStatus,FeatureType,ActivityText,FileNo,MaxRate,MaxVolume,ReturnPeriodDays,EffectiveAnnualVolume,FullEffectiveAnnualVolume,ConsentedAnnualVolume,NZTMX,NZTMY
1545358.899,5154247.895,CRC152904,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC152904,50.1,,,255000,255000,255000,1545358,5154247
1474322.446,5102552.418,CRC153482,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC153482,70.1,,,721518,721518,721518,1474322,5102552
1525189.13,5164551.3,CRC150994,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC150994,200,,,2127757,2127757,2127757,1525189,5164551
1525696.05,5163940.529,CRC150994,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC150994,200,,,2127757,2127757,2127757,1525696,5163940
1508851.046,5133397.935,CRC142521,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC142521,145,171072,11,1666000,1666000,1666000,1508851,5133397
1544790.731,5167755.277,CRC144896,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC144896,80,6624,1,1015739,1015739,1015739,1544790,5167755
1529202.789,5166387.171,CRC152340,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC152340,204,,,2473323,2473323,2473323,1529202,5166387
1549567.291,5181486.804,CRC164009,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC164009,49.5,,,567576,567576,567576,1549567,5181486
1495478.384,5122032.98,CRC961606.2,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/17883,102.1,,,1156810,1156810,1156810,1495478,5122032
1539235.052,5174524.537,CRC161180,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC161180,20,1026,1,,,,1539235,5174524
1524840.227,5203666.485,CRC158041,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC158041,57.5,,,505878,505878,505878,1524840,5203666
1580646.984,5230649.182,CRC168811,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC168811,21,,,,,,1580646,5230649
1483427.07,5113981.342,CRC167158,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC167158,38.6,42078,6,636650,636650,636650,1483427,5113981
1535529.77,5157758.533,CRC951750.4,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/33061,105.5,9116,1,814522,814522,814522,1535529,5157758
1482741.255,5110662.699,CRC160649,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC160649,34.5,,,,,,1482741,5110662
1539136.118,5174500.57,CRC161180,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC161180,20,1026,1,,,,1539136,5174500
1540974.234,5173698.2,CRC161180,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC161180,20,1026,1,,,,1540974,5173698
1539233.272,5174531.639,CRC161180,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC161180,20,1026,1,,,,1539233,5174531
1483016.157,5133134.725,CRC163182,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC163182,24.9,,,,,,1483016,5133134
1482741.255,5110662.699,CRC160649,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC160649,53.5,4795,1,456500,456500,456500,1482741,5110662
1483246.332,5113664.216,CRC167158,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC167158,26,4665.6,1,,,,1483246,5113664
1484465.535,5134773.761,CRC157135,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC157135,136,,,1298058,1298058,1298058,1484465,5134773
1524670.273,5203837.437,CRC158041,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC158041,57.5,,,505878,505878,505878,1524670,5203837
1482717.255,5110674.689,CRC160649,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC160649,53.5,4795,1,456500,456500,456500,1482717,5110674
1473343.693,5124993.624,CRC164104,Water Permit (s14),Part Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC164104,110.1,,,1041273,1041273,0,1473343,5124993
1473485.409,5126015.515,CRC164104,Water Permit (s14),Part Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC164104,110.1,,,1041273,1041273,0,1473485,5126015
1473450.458,5125843.597,CRC164104,Water Permit (s14),Part Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC164104,110.1,,,1041273,1041273,0,1473450,5125843
1536769.844,5146315.498,CRC042397,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/21882,30,1728,1,32400,129600,129600,1536769,5146315
1580649.982,5230646.183,CRC168811,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC168811,21,,,,,,1580649,5230646
1579626.339,5230393.337,CRC168811,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC168811,2,400,7,272100,272100,272100,1579626,5230393
1531364.829,5159834.388,CRC961180.2,Water Permit (s14),Notice of Review,Issued - Active,Water Take/Use,Take Groundwater,CO6C/10555,134.1,,,1619788,1619788,1619788,1531364,5159834
1488833.161,5158163.178,CRC160032,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC160032,105,,,573751,573751,573751,1488833,5158163
1488800.088,5157514.947,CRC160032,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC160032,105,,,573751,573751,573751,1488800,5157514
1488403.213,5156707.966,CRC160032,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC160032,105,,,573751,573751,573751,1488403,5156707
1488875.517,5158197.375,CRC160032,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC160032,105,,,573751,573751,573751,1488875,5158197
1482717.255,5110674.689,CRC160649,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC160649,34.5,,,,,,1482717,5110674
1539136.085,5174500.537,CRC161180,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC161180,240,114912,7,1633110,1633110,1633110,1539136,5174500
1485688.288,5134891.008,CRC157135,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC157135,136,,,1298058,1298058,1298058,1485688,5134891
1525129.147,5204239.332,CRC158041,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC158041,57.5,,,505878,505878,505878,1525129,5204239
1544048.233,5147177.247,CRC165293,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC165293,20.3,2678,1,,,,1544048,5147177
1483927.209,5132197.096,CRC163182,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC163182,24.9,,,,,,1483927,5132197
1539136.085,5174500.537,CRC161180,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC161180,20,1026,1,,,,1539136,5174500
1543927.239,5147454.131,CRC165293,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC165293,20.3,2678,1,,,,1543927,5147454
1483246.332,5113664.216,CRC167158,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC167158,38.6,42078,6,636650,636650,636650,1483246,5113664
1496659.93,5122759.123,CRC961606.2,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/17883,102.1,,,1156810,1156810,1156810,1496659,5122759
1580649.982,5230646.183,CRC168811,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC168811,2,400,7,272100,272100,272100,1580649,5230646
1536653.367,5158153.536,CRC951750.4,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/33061,105.5,9116,1,814522,814522,814522,1536653,5158153
1531644.733,5159932.389,CRC961180.2,Water Permit (s14),Notice of Review,Issued - Active,Water Take/Use,Take Groundwater,CO6C/10555,134.1,,,1619788,1619788,1619788,1531644,5159932
1482782.199,5110815.683,CRC160649,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC160649,53.5,4795,1,456500,456500,456500,1482782,5110815
1539235.052,5174524.537,CRC161180,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC161180,240,114912,7,1633110,1633110,1633110,1539235,5174524
1539136.118,5174500.57,CRC161180,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC161180,240,114912,7,1633110,1633110,1633110,1539136,5174500
1540974.234,5173698.2,CRC161180,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC161180,240,114912,7,1633110,1633110,1633110,1540974,5173698
1539233.272,5174531.639,CRC161180,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC161180,240,114912,7,1633110,1633110,1633110,1539233,5174531
1487659.955,5149682.898,CRC162931,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC162931,168,,,1368117,1368117,1368117,1487659,5149682
1487559.066,5149526.777,CRC162931,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC162931,168,,,1368117,1368117,1368117,1487559,5149526
1486840.027,5149490.576,CRC162931,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC162931,168,,,1368117,1368117,1368117,1486840,5149490
1483427.07,5113981.342,CRC167158,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC167158,26,4665.6,1,,,,1483427,5113981
1579626.339,5230393.337,CRC168811,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC168811,21,,,,,,1579626,5230393
1484182.858,5132232.513,CRC163182,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC163182,76.1,8453.2,1,1255056,1255056,1255056,1484182,5132232
1544142.125,5147741.058,CRC165293,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC165293,20.3,2678,1,,,,1544142,5147741
1537518.057,5158444.541,CRC951750.4,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/33061,105.5,9116,1,814522,814522,814522,1537518,5158444
1484182.858,5132232.513,CRC163182,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC163182,24.9,,,,,,1484182,5132232
1548667.655,5181586.992,CRC164009,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC164009,49.5,,,567576,567576,567576,1548667,5181586
1482892.33,5113666.176,CRC167158,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC167158,38.6,42078,6,636650,636650,636650,1482892,5113666
1580646.984,5230649.182,CRC168811,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC168811,2,400,7,272100,272100,272100,1580646,5230649
1495992.161,5122446.021,CRC961606.2,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/17883,102.1,,,1156810,1156810,1156810,1495992,5122446
1487559.099,5149526.744,CRC162931,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC162931,168,,,1368117,1368117,1368117,1487559,5149526
1487660.054,5149682.733,CRC162931,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC162931,168,,,1368117,1368117,1368117,1487660,5149682
1548645.677,5181294.889,CRC164009,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC164009,49.5,,,567576,567576,567576,1548645,5181294
1483927.209,5132197.096,CRC163182,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC163182,76.1,8453.2,1,1255056,1255056,1255056,1483927,5132197
1482782.199,5110815.683,CRC160649,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC160649,34.5,,,,,,1482782,5110815
1485691.29,5134877.011,CRC157135,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC157135,136,,,1298058,1298058,1298058,1485691,5134877
1488798.632,5157485.494,CRC160032,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC160032,105,,,573751,573751,573751,1488798,5157485
1482892.33,5113666.176,CRC167158,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC167158,26,4665.6,1,,,,1482892,5113666
1483016.157,5133134.725,CRC163182,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC163182,76.1,8453.2,1,1255056,1255056,1255056,1483016,5133134
1531111.065,5158441.792,CRC961180.2,Water Permit (s14),Notice of Review,Issued - Active,Water Take/Use,Take Groundwater,CO6C/10555,134.1,,,1619788,1619788,1619788,1531111,5158441
1522165.327,5186543.995,CRC980202.2,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/00471,30,30888,13,528500,528500,528500,1522165,5186543
1460760.463,5110457.725,CRC991964.1,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/27528,70,,,0,496173,0,1460760,5110457
1546488.151,5184395.807,CRC186043,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC186043,11,2851,7,63771,63771,0,1546488,5184395
1461140.815,5109277.968,CRC991964.1,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/27528,70,,,0,496173,0,1461140,5109277
1542775.822,5175950.33,CRC171927,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC171927,126.4,609509,150,693687,693687,693687,1542775,5175950
1522663.056,5189973.11,CRC980202.2,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/00471,51.5,4234,1,,,,1522663,5189973
1467847.355,5137854.692,CRC157661,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC157661,100,43200,1,817568,817568,817568,1467847,5137854
1522727.052,5189613.208,CRC980202.2,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/00471,51.5,4234,1,,,,1522727,5189613
1467847.322,5137854.725,CRC157661,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC157661,100,43200,1,817568,817568,817568,1467847,5137854
1467691.307,5138330.57,CRC157661,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC157661,100,43200,1,817568,817568,817568,1467691,5138330
1520564.069,5158790.414,CRC970851.7,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC970851.7,22.5,40668,7,382825,765650,0,1520564,5158790
1522727.052,5189613.208,CRC980202.2,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/00471,30,30888,13,528500,528500,528500,1522727,5189613
1542568.906,5175689.4,CRC171927,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC171927,31.9,,,,,,1542568,5175689
1520564.069,5158790.414,CRC970851.7,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC970851.7,30.6,,,,,,1520564,5158790
1521057.98,5158421.579,CRC970851.7,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC970851.7,22.5,40668,7,382825,765650,0,1521057,5158421
1542775.822,5175950.33,CRC171927,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC171927,31.9,,,,,,1542775,5175950
1521057.98,5158421.579,CRC970851.7,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC970851.7,30.6,,,,,,1521057,5158421
1522663.056,5189973.11,CRC980202.2,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/00471,30,30888,13,528500,528500,528500,1522663,5189973
1461815.712,5109378.182,CRC991964.1,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/27528,70,,,0,496173,0,1461815,5109378
1541659.199,5175693.337,CRC171927,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC171927,31.9,,,,,,1541659,5175693
1522165.327,5186543.995,CRC980202.2,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/00471,51.5,4234,1,,,,1522165,5186543
1520578.067,5158782.418,CRC970851.7,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC970851.7,30.6,,,,,,1520578,5158782
1520578.067,5158782.418,CRC970851.7,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC970851.7,22.5,40668,7,382825,765650,0,1520578,5158782
1542568.906,5175689.4,CRC171927,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC171927,126.4,609509,150,693687,693687,693687,1542568,5175689
1541659.199,5175693.337,CRC171927,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC171927,126.4,609509,150,693687,693687,693687,1541659,5175693
1486882.264,5138675.57,CRC172949,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC172949,80,,,,,,1486882,5138675
1488132.067,5138491.861,CRC172949,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC172949,80,,,,,,1488132,5138491
1513777.762,5131205.111,CRC172980,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC172980,96,862854,150,1417000,1417000,,1513777,5131205
1514022.899,5130901.501,CRC172980,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC172980,96,862854,150,1417000,1417000,,1514022,5130901
1515097.903,5130845.807,CRC172980,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC172980,96,862854,150,1417000,1417000,,1515097,5130845
1542458.523,5142021.868,CRC185720,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC185720,152,1963440,150,14280092,14280092,14280092,1542458,5142021
1513779.594,5131209.032,CRC172980,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC172980,96,862854,150,1417000,1417000,,1513779,5131209
1522974.712,5152342.647,CRC174445,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC174445,91,7321,1,927473,927473,927473,1522974,5152342
1522723.357,5152044.99,CRC174445,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC174445,91,7321,1,927473,927473,927473,1522723,5152044
1522928.41,5152177.282,CRC174445,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC174445,91,7321,1,927473,927473,927473,1522928,5152177
1526033.646,5190522.732,CRC186084,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC186084,4.9,100,1,36500,36500,0,1526033,5190522
1488827.206,5147529.325,CRC012482.1,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/07427,30,36450,15,820028,820028,0,1488827,5147529
1488927.164,5147659.318,CRC012482.1,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/07427,49,,,,,,1488927,5147659
1470631.547,5140087.01,CRC174589,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC174589,145,,,1508000,1508000,0,1470631,5140087
1486882.264,5138675.57,CRC172949,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC172949,30,2592,1,,,,1486882,5138675
1513777.762,5131205.111,CRC172980,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC172980,42.5,,,,,,1513777,5131205
1514022.899,5130901.501,CRC172980,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC172980,42.5,,,,,,1514022,5130901
1515097.903,5130845.807,CRC172980,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC172980,42.5,,,,,,1515097,5130845
1542387.547,5142029.854,CRC185720,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC185720,152,1963440,150,14280092,14280092,14280092,1542387,5142029
1488129.065,5138504.858,CRC172949,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC172949,30,2592,1,,,,1488129,5138504
1522958.488,5152325.917,CRC174445,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC174445,91,7321,1,927473,927473,927473,1522958,5152325
1488129.065,5138504.858,CRC172949,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC172949,80,,,,,,1488129,5138504
1525496.538,5169578.67,CRC143995,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC143995,204,17357,1,1475476,1475476,1475476,1525496,5169578
1515092.303,5130849.417,CRC172980,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC172980,42.5,,,,,,1515092,5130849
1542548.471,5142158.833,CRC185720,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC185720,152,1963440,150,14280092,14280092,14280092,1542548,5142158
1488132.067,5138491.861,CRC172949,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC172949,30,2592,1,,,,1488132,5138491
1558366.589,5159843.208,CRC176387,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC176387,130,,,1397500,1397500,0,1558366,5159843
1529686.444,5167478.86,CRC143995,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC143995,204,17357,1,1475476,1475476,1475476,1529686,5167478
1488911.18,5147590.328,CRC012482.1,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/07427,49,,,,,,1488911,5147590
1526033.117,5190522.103,CRC186084,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC186084,4.9,100,1,36500,36500,0,1526033,5190522
1542453.519,5142063.852,CRC185720,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC185720,152,1963440,150,14280092,14280092,14280092,1542453,5142063
1539047.579,5183464.743,CRC175557,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC175557,180,,,1171497,1171497,1171497,1539047,5183464
1488927.164,5147659.318,CRC012482.1,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/07427,30,36450,15,820028,820028,0,1488927,5147659
1542465.758,5142027.976,CRC185720,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC185720,152,1963440,150,14280092,14280092,14280092,1542465,5142027
1470330.648,5139778.986,CRC174589,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC174589,145,,,1508000,1508000,0,1470330,5139778
1470401.362,5141166.827,CRC174589,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC174589,145,,,1508000,1508000,0,1470401,5141166
1488827.206,5147529.325,CRC012482.1,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/07427,49,,,,,,1488827,5147529
1559158.289,5159808.293,CRC176387,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC176387,130,,,1397500,1397500,0,1559158,5159808
1486877.266,5138669.57,CRC172949,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC172949,80,,,,,,1486877,5138669
1488911.18,5147590.328,CRC012482.1,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/07427,30,36450,15,820028,820028,0,1488911,5147590
1537285.135,5183249.717,CRC175557,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC175557,180,,,1171497,1171497,1171497,1537285,5183249
1515092.303,5130849.417,CRC172980,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC172980,96,862854,150,1417000,1417000,,1515092,5130849
1513779.594,5131209.032,CRC172980,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC172980,42.5,,,,,,1513779,5131209
1522958.256,5152325.586,CRC174445,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC174445,91,7321,1,927473,927473,927473,1522958,5152325
1558074.628,5160678.863,CRC176387,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC176387,130,,,1397500,1397500,0,1558074,5160678
1514022.591,5130905.17,CRC172980,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC172980,96,862854,150,1417000,1417000,,1514022,5130905
1514022.591,5130905.17,CRC172980,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC172980,42.5,,,,,,1514022,5130905
1538922.66,5182617.998,CRC175557,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC175557,180,,,1171497,1171497,1171497,1538922,5182617
1486877.266,5138669.57,CRC172949,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC172949,30,2592,1,,,,1486877,5138669
1529667.241,5167654.279,CRC143995,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC143995,204,17357,1,1475476,1475476,1475476,1529667,5167654
1506086.121,5149559.787,CRC181808,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC181808,142.4,12304,1,1269945,1269945,1269945,1506086,5149559
1502656.876,5164286.883,CRC185011,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC185011,250,,,2493007,2493007,2493007,1502656,5164286
1533063.924,5163441.456,CRC180795,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC180795,185.1,,,2191475,2191475,2191475,1533063,5163441
1437358.062,5088549.88,CRC186101,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC186101,15,1296,1,126909,126909,0,1437358,5088549
1460032.845,5119166.672,CRC186103,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC186103,2.3,199,1,19123,19123,0,1460032,5119166
1368231.615,5096589.585,CRC042741,Water Permit (s14),Renewal,Issued - Active,Water Take/Use,Take Groundwater,CO6C/10032,129.9,,,360000,1440000,1440000,1368231,5096589
1501791.365,5161798.339,CRC185011,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC185011,250,,,2493007,2493007,2493007,1501791,5161798
1532346.185,5163034.506,CRC182410,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC182410,60,31535,7,378550,378550,378550,1532346,5163034
1506456.552,5152608.108,CRC181808,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC181808,142.4,12304,1,1269945,1269945,1269945,1506456,5152608
